county,state,state_abbr,ssa,fips
Brown,Indiana,IN,15060,18013
Carroll,Indiana,IN,15070,18015
Cass,Indiana,IN,15080,18017
Clark,Indiana,IN,15090,18019
Clay,Indiana,IN,15100,18021
Clinton,Indiana,IN,15110,18023
Crawford,Indiana,IN,15120,18025
Daviess,Indiana,IN,15130,18027
Dearborn,Indiana,IN,15140,18029
Decatur,Indiana,IN,15150,18031
DeKalb,Indiana,IN,15160,18033
Delaware,Indiana,IN,15170,18035
Dubois,Indiana,IN,15180,18037
Elkhart,Indiana,IN,15190,18039
Fayette,Indiana,IN,15200,18041
Floyd,Indiana,IN,15210,18043
Fountain,Indiana,IN,15220,18045
Franklin,Indiana,IN,15230,18047
Fulton,Indiana,IN,15240,18049
Gibson,Indiana,IN,15250,18051
Grant,Indiana,IN,15260,18053
Greene,Indiana,IN,15270,18055
Hamilton,Indiana,IN,15280,18057
Hancock,Indiana,IN,15290,18059
Harrison,Indiana,IN,15300,18061
Hendricks,Indiana,IN,15310,18063
Henry,Indiana,IN,15320,18065
Howard,Indiana,IN,15330,18067
Huntington,Indiana,IN,15340,18069
Jackson,Indiana,IN,15350,18071
Jasper,Indiana,IN,15360,18073
Jay,Indiana,IN,15370,18075
Jefferson,Indiana,IN,15380,18077
Jennings,Indiana,IN,15390,18079
Johnson,Indiana,IN,15400,18081
Knox,Indiana,IN,15410,18083
Kosciusko,Indiana,IN,15420,18085
LaGrange,Indiana,IN,15430,18087
Lake,Indiana,IN,15440,18089
LaPorte,Indiana,IN,15450,18091
Lawrence,Indiana,IN,15460,18093
Madison,Indiana,IN,15470,18095
Marion,Indiana,IN,15480,18097
Marshall,Indiana,IN,15490,18099
Martin,Indiana,IN,15500,18101
Miami,Indiana,IN,15510,18103
Monroe,Indiana,IN,15520,18105
Montgomery,Indiana,IN,15530,18107
Morgan,Indiana,IN,15540,18109
Newton,Indiana,IN,15550,18111
Noble,Indiana,IN,15560,18113
Ohio,Indiana,IN,15570,18115
Orange,Indiana,IN,15580,18117
Owen,Indiana,IN,15590,18119
Parke,Indiana,IN,15600,18121
Perry,Indiana,IN,15610,18123
Pike,Indiana,IN,15620,18125
Porter,Indiana,IN,15630,18127
Posey,Indiana,IN,15640,18129
Pulaski,Indiana,IN,15650,18131
Putnam,Indiana,IN,15660,18133
Randolph,Indiana,IN,15670,18135
Ripley,Indiana,IN,15680,18137
Rush,Indiana,IN,15690,18139
St. Joseph,Indiana,IN,15700,18141
Scott,Indiana,IN,15710,18143
Shelby,Indiana,IN,15720,18145
Spencer,Indiana,IN,15730,18147
Starke,Indiana,IN,15740,18149
Steuben,Indiana,IN,15750,18151
Sullivan,Indiana,IN,15760,18153
Switzerland,Indiana,IN,15770,18155
Tippecanoe,Indiana,IN,15780,18157
Tipton,Indiana,IN,15790,18159
Union,Indiana,IN,15800,18161
Vanderburgh,Indiana,IN,15810,18163
Vermillion,Indiana,IN,15820,18165
Vigo,Indiana,IN,15830,18167
Wabash,Indiana,IN,15840,18169
Warren,Indiana,IN,15850,18171
Warrick,Indiana,IN,15860,18173
Washington,Indiana,IN,15870,18175
Wayne,Indiana,IN,15880,18177
Wells,Indiana,IN,15890,18179
White,Indiana,IN,15900,18181
Whitley,Indiana,IN,15910,18183
Statewide,Indiana,IN,15999,18990
Adair,Iowa,IA,16000,19001
Adams,Iowa,IA,16010,19003
Allamakee,Iowa,IA,16020,19005
Appanoose,Iowa,IA,16030,19007
Audubon,Iowa,IA,16040,19009
Benton,Iowa,IA,16050,19011
Black Hawk,Iowa,IA,16060,19013
Boone,Iowa,IA,16070,19015
Bremer,Iowa,IA,16080,19017
Buchanan,Iowa,IA,16090,19019
Buena Vista,Iowa,IA,16100,19021
Butler,Iowa,IA,16110,19023
Calhoun,Iowa,IA,16120,19025
Carroll,Iowa,IA,16130,19027
Cass,Iowa,IA,16140,19029
Cedar,Iowa,IA,16150,19031
Cerro Gordo,Iowa,IA,16160,19033
Cherokee,Iowa,IA,16170,19035
Chickasaw,Iowa,IA,16180,19037
Clarke,Iowa,IA,16190,19039
Clay,Iowa,IA,16200,19041
Clayton,Iowa,IA,16210,19043
Clinton,Iowa,IA,16220,19045
Crawford,Iowa,IA,16230,19047
Dallas,Iowa,IA,16240,19049
Davis,Iowa,IA,16250,19051
Decatur,Iowa,IA,16260,19053
Delaware,Iowa,IA,16270,19055
Des Moines,Iowa,IA,16280,19057
Dickinson,Iowa,IA,16290,19059
Dubuque,Iowa,IA,16300,19061
Emmet,Iowa,IA,16310,19063
Fayette,Iowa,IA,16320,19065
Floyd,Iowa,IA,16330,19067
Franklin,Iowa,IA,16340,19069
Fremont,Iowa,IA,16350,19071
Greene,Iowa,IA,16360,19073
Grundy,Iowa,IA,16370,19075
Guthrie,Iowa,IA,16380,19077
Hamilton,Iowa,IA,16390,19079
Hancock,Iowa,IA,16400,19081
Hardin,Iowa,IA,16410,19083
Harrison,Iowa,IA,16420,19085
Henry,Iowa,IA,16430,19087
Howard,Iowa,IA,16440,19089
Humboldt,Iowa,IA,16450,19091
Ida,Iowa,IA,16460,19093
Iowa,Iowa,IA,16470,19095
Jackson,Iowa,IA,16480,19097
Jasper,Iowa,IA,16490,19099
Jefferson,Iowa,IA,16500,19101
Johnson,Iowa,IA,16510,19103
Jones,Iowa,IA,16520,19105
Keokuk,Iowa,IA,16530,19107
Kossuth,Iowa,IA,16540,19109
Lee,Iowa,IA,16550,19111
Linn,Iowa,IA,16560,19113
Louisa,Iowa,IA,16570,19115
Lucas,Iowa,IA,16580,19117
Lyon,Iowa,IA,16590,19119
Madison,Iowa,IA,16600,19121
Mahaska,Iowa,IA,16610,19123
Marion,Iowa,IA,16620,19125
Marshall,Iowa,IA,16630,19127
Mills,Iowa,IA,16640,19129
Mitchell,Iowa,IA,16650,19131
Monona,Iowa,IA,16660,19133
Monroe,Iowa,IA,16670,19135
Montgomery,Iowa,IA,16680,19137
Muscatine,Iowa,IA,16690,19139
O'Brien,Iowa,IA,16700,19141
Osceola,Iowa,IA,16710,19143
Page,Iowa,IA,16720,19145
Palo Alto,Iowa,IA,16730,19147
Plymouth,Iowa,IA,16740,19149
Pocahontas,Iowa,IA,16750,19151
Polk,Iowa,IA,16760,19153
Pottawattamie,Iowa,IA,16770,19155
Poweshiek,Iowa,IA,16780,19157
Ringgold,Iowa,IA,16790,19159
Sac,Iowa,IA,16800,19161
Scott,Iowa,IA,16810,19163
Shelby,Iowa,IA,16820,19165
Sioux,Iowa,IA,16830,19167
Story,Iowa,IA,16840,19169
Tama,Iowa,IA,16850,19171
Taylor,Iowa,IA,16860,19173
Union,Iowa,IA,16870,19175
Van Buren,Iowa,IA,16880,19177
Wapello,Iowa,IA,16890,19179
Warren,Iowa,IA,16900,19181
Washington,Iowa,IA,16910,19183
Wayne,Iowa,IA,16920,19185
Webster,Iowa,IA,16930,19187
Winnebago,Iowa,IA,16940,19189
Winneshiek,Iowa,IA,16950,19191
Woodbury,Iowa,IA,16960,19193
Worth,Iowa,IA,16970,19195
Wright,Iowa,IA,16980,19197
Statewide,Iowa,IA,16999,19990
Allen,Kansas,KS,17000,20001
Anderson,Kansas,KS,17010,20003
Atchison,Kansas,KS,17020,20005
Barber,Kansas,KS,17030,20007
Barton,Kansas,KS,17040,20009
Bourbon,Kansas,KS,17050,20011
Brown,Kansas,KS,17060,20013
Butler,Kansas,KS,17070,20015
Chase,Kansas,KS,17080,20017
Chautauqua,Kansas,KS,17090,20019
Cherokee,Kansas,KS,17100,20021
Cheyenne,Kansas,KS,17110,20023
Clark,Kansas,KS,17120,20025
Clay,Kansas,KS,17130,20027
Cloud,Kansas,KS,17140,20029
Coffey,Kansas,KS,17150,20031
Comanche,Kansas,KS,17160,20033
Cowley,Kansas,KS,17170,20035
Crawford,Kansas,KS,17180,20037
Decatur,Kansas,KS,17190,20039
Dickinson,Kansas,KS,17200,20041
Doniphan,Kansas,KS,17210,20043
Douglas,Kansas,KS,17220,20045
Edwards,Kansas,KS,17230,20047
Elk,Kansas,KS,17240,20049
Ellis,Kansas,KS,17250,20051
Ellsworth,Kansas,KS,17260,20053
Finney,Kansas,KS,17270,20055
Ford,Kansas,KS,17280,20057
Franklin,Kansas,KS,17290,20059
Geary,Kansas,KS,17300,20061
Gove,Kansas,KS,17310,20063
Graham,Kansas,KS,17320,20065
Grant,Kansas,KS,17330,20067
Gray,Kansas,KS,17340,20069
Greeley,Kansas,KS,17350,20071
Greenwood,Kansas,KS,17360,20073
Hamilton,Kansas,KS,17370,20075
Harper,Kansas,KS,17380,20077
Harvey,Kansas,KS,17390,20079
Haskell,Kansas,KS,17391,20081
Hodgeman,Kansas,KS,17410,20083
Jackson,Kansas,KS,17420,20085
Jefferson,Kansas,KS,17430,20087
Jewell,Kansas,KS,17440,20089
Johnson,Kansas,KS,17450,20091
Kearny,Kansas,KS,17451,20093
Kingman,Kansas,KS,17470,20095
Kiowa,Kansas,KS,17480,20097
Labette,Kansas,KS,17490,20099
Lane,Kansas,KS,17500,20101
Leavenworth,Kansas,KS,17510,20103
Lincoln,Kansas,KS,17520,20105
Linn,Kansas,KS,17530,20107
Logan,Kansas,KS,17540,20109
Lyon,Kansas,KS,17550,20111
McPherson,Kansas,KS,17560,20113
Marion,Kansas,KS,17570,20115
Marshall,Kansas,KS,17580,20117
Meade,Kansas,KS,17590,20119
Miami,Kansas,KS,17600,20121
Mitchell,Kansas,KS,17610,20123
Montgomery,Kansas,KS,17620,20125
Morris,Kansas,KS,17630,20127
Morton,Kansas,KS,17640,20129
Nemaha,Kansas,KS,17650,20131
Neosho,Kansas,KS,17660,20133
Ness,Kansas,KS,17670,20135
Norton,Kansas,KS,17680,20137
Osage,Kansas,KS,17690,20139
Osborne,Kansas,KS,17700,20141
Ottawa,Kansas,KS,17710,20143
Pawnee,Kansas,KS,17720,20145
Phillips,Kansas,KS,17730,20147
Pottawatomie,Kansas,KS,17740,20149
Pratt,Kansas,KS,17750,20151
Rawlins,Kansas,KS,17760,20153
Reno,Kansas,KS,17770,20155
Republic,Kansas,KS,17780,20157
Rice,Kansas,KS,17790,20159
Riley,Kansas,KS,17800,20161
Rooks,Kansas,KS,17810,20163
Rush,Kansas,KS,17820,20165
Russell,Kansas,KS,17830,20167
Saline,Kansas,KS,17840,20169
Scott,Kansas,KS,17841,20171
Sedgwick,Kansas,KS,17860,20173
Seward,Kansas,KS,17870,20175
Shawnee,Kansas,KS,17880,20177
Sheridan,Kansas,KS,17890,20179
Sherman,Kansas,KS,17900,20181
Smith,Kansas,KS,17910,20183
Stafford,Kansas,KS,17920,20185
Stanton,Kansas,KS,17921,20187
Stevens,Kansas,KS,17940,20189
Sumner,Kansas,KS,17950,20191
Thomas,Kansas,KS,17960,20193
Trego,Kansas,KS,17970,20195
Wabaunsee,Kansas,KS,17980,20197
Wallace,Kansas,KS,17981,20199
Washington,Kansas,KS,17982,20201
Wichita,Kansas,KS,17983,20203
Wilson,Kansas,KS,17984,20205
Woodson,Kansas,KS,17985,20207
Wyandotte,Kansas,KS,17986,20209
Statewide,Kansas,KS,17999,20990
Adair,Kentucky,KY,18000,21001
Allen,Kentucky,KY,18010,21003
Anderson,Kentucky,KY,18020,21005
Ballard,Kentucky,KY,18030,21007
Barren,Kentucky,KY,18040,21009
Bath,Kentucky,KY,18050,21011
Bell,Kentucky,KY,18060,21013
Boone,Kentucky,KY,18070,21015
Bourbon,Kentucky,KY,18080,21017
Boyd,Kentucky,KY,18090,21019
Boyle,Kentucky,KY,18100,21021
Bracken,Kentucky,KY,18110,21023
Breathitt,Kentucky,KY,18120,21025
Breckinridge,Kentucky,KY,18130,21027
Bullitt,Kentucky,KY,18140,21029
Butler,Kentucky,KY,18150,21031
Caldwell,Kentucky,KY,18160,21033
Calloway,Kentucky,KY,18170,21035
Campbell,Kentucky,KY,18180,21037
Carlisle,Kentucky,KY,18190,21039
Carroll,Kentucky,KY,18191,21041
Carter,Kentucky,KY,18210,21043
Casey,Kentucky,KY,18220,21045
Christian,Kentucky,KY,18230,21047
Clark,Kentucky,KY,18240,21049
Clay,Kentucky,KY,18250,21051
Clinton,Kentucky,KY,18260,21053
Crittenden,Kentucky,KY,18270,21055
Cumberland,Kentucky,KY,18271,21057
Daviess,Kentucky,KY,18290,21059
Edmonson,Kentucky,KY,18291,21061
Elliott,Kentucky,KY,18310,21063
Estill,Kentucky,KY,18320,21065
Fayette,Kentucky,KY,18330,21067
Fleming,Kentucky,KY,18340,21069
Floyd,Kentucky,KY,18350,21071
Franklin,Kentucky,KY,18360,21073
Fulton,Kentucky,KY,18361,21075
Gallatin,Kentucky,KY,18362,21077
Garrard,Kentucky,KY,18390,21079
Grant,Kentucky,KY,18400,21081
Graves,Kentucky,KY,18410,21083
Grayson,Kentucky,KY,18420,21085
Green,Kentucky,KY,18421,21087
Greenup,Kentucky,KY,18440,21089
Hancock,Kentucky,KY,18450,21091
Hardin,Kentucky,KY,18460,21093
Harlan,Kentucky,KY,18470,21095
Harrison,Kentucky,KY,18480,21097
Hart,Kentucky,KY,18490,21099
Henderson,Kentucky,KY,18500,21101
Henry,Kentucky,KY,18510,21103
Hickman,Kentucky,KY,18511,21105
Hopkins,Kentucky,KY,18530,21107
Jackson,Kentucky,KY,18540,21109
Jefferson,Kentucky,KY,18550,21111
Jessamine,Kentucky,KY,18560,21113
Johnson,Kentucky,KY,18570,21115
Kenton,Kentucky,KY,18580,21117
Knott,Kentucky,KY,18590,21119
Knox,Kentucky,KY,18600,21121
Larue,Kentucky,KY,18610,21123
Laurel,Kentucky,KY,18620,21125
Lawrence,Kentucky,KY,18630,21127
Lee,Kentucky,KY,18640,21129
Leslie,Kentucky,KY,18650,21131
Letcher,Kentucky,KY,18660,21133
Lewis,Kentucky,KY,18670,21135
Lincoln,Kentucky,KY,18680,21137
Livingston,Kentucky,KY,18690,21139
Logan,Kentucky,KY,18700,21141
Lyon,Kentucky,KY,18710,21143
McCracken,Kentucky,KY,18720,21145
McCreary,Kentucky,KY,18730,21147
McLean,Kentucky,KY,18740,21149
Madison,Kentucky,KY,18750,21151
Magoffin,Kentucky,KY,18760,21153
Marion,Kentucky,KY,18770,21155
Marshall,Kentucky,KY,18780,21157
Martin,Kentucky,KY,18790,21159
Mason,Kentucky,KY,18800,21161
Meade,Kentucky,KY,18801,21163
Menifee,Kentucky,KY,18802,21165
Mercer,Kentucky,KY,18830,21167
Metcalfe,Kentucky,KY,18831,21169
Monroe,Kentucky,KY,18850,21171
Montgomery,Kentucky,KY,18860,21173
Morgan,Kentucky,KY,18861,21175
Muhlenberg,Kentucky,KY,18880,21177
Nelson,Kentucky,KY,18890,21179
Nicholas,Kentucky,KY,18900,21181
Ohio,Kentucky,KY,18910,21183
Oldham,Kentucky,KY,18920,21185
Owen,Kentucky,KY,18930,21187
Owsley,Kentucky,KY,18931,21189
Pendleton,Kentucky,KY,18932,21191
Perry,Kentucky,KY,18960,21193
Pike,Kentucky,KY,18970,21195
Powell,Kentucky,KY,18971,21197
Pulaski,Kentucky,KY,18972,21199
Robertson,Kentucky,KY,18973,21201
Rockcastle,Kentucky,KY,18974,21203
Rowan,Kentucky,KY,18975,21205
Russell,Kentucky,KY,18976,21207
Scott,Kentucky,KY,18977,21209
Shelby,Kentucky,KY,18978,21211
Simpson,Kentucky,KY,18979,21213
Spencer,Kentucky,KY,18980,21215
Taylor,Kentucky,KY,18981,21217
Todd,Kentucky,KY,18982,21219
Trigg,Kentucky,KY,18983,21221
Trimble,Kentucky,KY,18984,21223
Union,Kentucky,KY,18985,21225
Warren,Kentucky,KY,18986,21227
Washington,Kentucky,KY,18987,21229
Wayne,Kentucky,KY,18988,21231
Webster,Kentucky,KY,18989,21233
Whitley,Kentucky,KY,18990,21235
Wolfe,Kentucky,KY,18991,21237
Woodford,Kentucky,KY,18992,21239
Statewide,Kentucky,KY,18999,21990
Acadia,Louisiana,LA,19000,22001
Allen,Louisiana,LA,19010,22003
Ascension,Louisiana,LA,19020,22005
Assumption,Louisiana,LA,19030,22007
Avoyelles,Louisiana,LA,19040,22009
Beauregard,Louisiana,LA,19050,22011
Bienville,Louisiana,LA,19060,22013
Bossier,Louisiana,LA,19070,22015
Caddo,Louisiana,LA,19080,22017
Calcasieu,Louisiana,LA,19090,22019
Caldwell,Louisiana,LA,19100,22021
Cameron,Louisiana,LA,19110,22023
Catahoula,Louisiana,LA,19120,22025
Claiborne,Louisiana,LA,19130,22027
Concordia,Louisiana,LA,19140,22029
De Soto,Louisiana,LA,19150,22031
East Baton Rouge,Louisiana,LA,19160,22033
East Carroll,Louisiana,LA,19170,22035
East Feliciana,Louisiana,LA,19180,22037
Evangeline,Louisiana,LA,19190,22039
Franklin,Louisiana,LA,19200,22041
Grant,Louisiana,LA,19210,22043
Iberia,Louisiana,LA,19220,22045
Iberville,Louisiana,LA,19230,22047
Jackson,Louisiana,LA,19240,22049
Jefferson,Louisiana,LA,19250,22051
Jefferson Davis,Louisiana,LA,19260,22053
Lafayette,Louisiana,LA,19270,22055
Lafourche,Louisiana,LA,19280,22057
LaSalle,Louisiana,LA,19290,22059
Lincoln,Louisiana,LA,19300,22061
Livingston,Louisiana,LA,19310,22063
Madison,Louisiana,LA,19320,22065
Morehouse,Louisiana,LA,19330,22067
Natchitoches,Louisiana,LA,19340,22069
Orleans,Louisiana,LA,19350,22071
Ouachita,Louisiana,LA,19360,22073
Plaquemines,Louisiana,LA,19370,22075
Pointe Coupee,Louisiana,LA,19380,22077
Rapides,Louisiana,LA,19390,22079
Red River,Louisiana,LA,19400,22081
Richland,Louisiana,LA,19410,22083
Sabine,Louisiana,LA,19420,22085
St. Bernard,Louisiana,LA,19430,22087
St. Charles,Louisiana,LA,19440,22089
St. Helena,Louisiana,LA,19450,22091
St. James,Louisiana,LA,19460,22093
St. John the Baptist,Louisiana,LA,19470,22095
St. Landry,Louisiana,LA,19480,22097
St. Martin,Louisiana,LA,19490,22099
St. Mary,Louisiana,LA,19500,22101
St. Tammany,Louisiana,LA,19510,22103
Tangipahoa,Louisiana,LA,19520,22105
Tensas,Louisiana,LA,19530,22107
Terrebonne,Louisiana,LA,19540,22109
Union,Louisiana,LA,19550,22111
Vermilion,Louisiana,LA,19560,22113
Vernon,Louisiana,LA,19570,22115
Washington,Louisiana,LA,19580,22117
Webster,Louisiana,LA,19590,22119
West Baton Rouge,Louisiana,LA,19600,22121
West Carroll,Louisiana,LA,19610,22123
West Feliciana,Louisiana,LA,19620,22125
Winn,Louisiana,LA,19630,22127
Statewide,Louisiana,LA,19999,22990
Androscoggin,Maine,ME,20000,23001
Aroostook,Maine,ME,20010,23003
Cumberland,Maine,ME,20020,23005
Franklin,Maine,ME,20030,23007
Hancock,Maine,ME,20040,23009
Kennebec,Maine,ME,20050,23011
Knox,Maine,ME,20060,23013
Lincoln,Maine,ME,20070,23015
Oxford,Maine,ME,20080,23017
Penobscot,Maine,ME,20090,23019
Piscataquis,Maine,ME,20100,23021
Sagadahoc,Maine,ME,20110,23023
Somerset,Maine,ME,20120,23025
Waldo,Maine,ME,20130,23027
Washington,Maine,ME,20140,23029
York,Maine,ME,20150,23031
Statewide,Maine,ME,20999,23990
Allegany,Maryland,MD,21000,24001
Anne Arundel,Maryland,MD,21010,24003
Baltimore,Maryland,MD,21020,24005
Calvert,Maryland,MD,21040,24009
Caroline,Maryland,MD,21050,24011
Carroll,Maryland,MD,21060,24013
Cecil,Maryland,MD,21070,24015
Charles,Maryland,MD,21080,24017
Dorchester,Maryland,MD,21090,24019
Frederick,Maryland,MD,21100,24021
Garrett,Maryland,MD,21110,24023
Harford,Maryland,MD,21120,24025
Howard,Maryland,MD,21130,24027
Kent,Maryland,MD,21140,24029
Montgomery,Maryland,MD,21150,24031
Prince George's,Maryland,MD,21160,24033
Queen Anne's,Maryland,MD,21170,24035
St. Mary's,Maryland,MD,21180,24037
Somerset,Maryland,MD,21190,24039
Talbot,Maryland,MD,21200,24041
Washington,Maryland,MD,21210,24043
Wicomico,Maryland,MD,21220,24045
Worcester,Maryland,MD,21230,24047
Baltimore city,Maryland,MD,21030,24510
Statewide,Maryland,MD,21999,24990
Barnstable,Massachusetts,MA,22000,25001
Berkshire,Massachusetts,MA,22010,25003
Bristol,Massachusetts,MA,22020,25005
Dukes,Massachusetts,MA,22030,25007
Essex,Massachusetts,MA,22040,25009
Franklin,Massachusetts,MA,22060,25011
Hampden,Massachusetts,MA,22070,25013
Hampshire,Massachusetts,MA,22080,25015
Middlesex,Massachusetts,MA,22090,25017
Nantucket,Massachusetts,MA,22120,25019
Norfolk,Massachusetts,MA,22130,25021
Plymouth,Massachusetts,MA,22150,25023
Suffolk,Massachusetts,MA,22160,25025
Worcester,Massachusetts,MA,22170,25027
Statewide,Massachusetts,MA,22999,25990
Alcona,Michigan,MI,23000,26001
Alger,Michigan,MI,23010,26003
Allegan,Michigan,MI,23020,26005
Alpena,Michigan,MI,23030,26007
Antrim,Michigan,MI,23040,26009
Arenac,Michigan,MI,23050,26011
Baraga,Michigan,MI,23060,26013
Barry,Michigan,MI,23070,26015
Bay,Michigan,MI,23080,26017
Benzie,Michigan,MI,23090,26019
Berrien,Michigan,MI,23100,26021
Branch,Michigan,MI,23110,26023
Calhoun,Michigan,MI,23120,26025
Cass,Michigan,MI,23130,26027
Charlevoix,Michigan,MI,23140,26029
Cheboygan,Michigan,MI,23150,26031
Chippewa,Michigan,MI,23160,26033
Clare,Michigan,MI,23170,26035
Clinton,Michigan,MI,23180,26037
Crawford,Michigan,MI,23190,26039
Delta,Michigan,MI,23200,26041
Dickinson,Michigan,MI,23210,26043
Eaton,Michigan,MI,23220,26045
Emmet,Michigan,MI,23230,26047
Genesee,Michigan,MI,23240,26049
Gladwin,Michigan,MI,23250,26051
Gogebic,Michigan,MI,23260,26053
Grand Traverse,Michigan,MI,23270,26055
Gratiot,Michigan,MI,23280,26057
Hillsdale,Michigan,MI,23290,26059
Houghton,Michigan,MI,23300,26061
Huron,Michigan,MI,23310,26063
Ingham,Michigan,MI,23320,26065
Ionia,Michigan,MI,23330,26067
Iosco,Michigan,MI,23340,26069
Iron,Michigan,MI,23350,26071
Isabella,Michigan,MI,23360,26073
Jackson,Michigan,MI,23370,26075
Kalamazoo,Michigan,MI,23380,26077
Kalkaska,Michigan,MI,23390,26079
Kent,Michigan,MI,23400,26081
Keweenaw,Michigan,MI,23410,26083
Lake,Michigan,MI,23420,26085
Lapeer,Michigan,MI,23430,26087
Leelanau,Michigan,MI,23440,26089
Lenawee,Michigan,MI,23450,26091
Livingston,Michigan,MI,23460,26093
Luce,Michigan,MI,23470,26095
Mackinac,Michigan,MI,23480,26097
Macomb,Michigan,MI,23490,26099
Manistee,Michigan,MI,23500,26101
Marquette,Michigan,MI,23510,26103
Mason,Michigan,MI,23520,26105
Mecosta,Michigan,MI,23530,26107
Menominee,Michigan,MI,23540,26109
Midland,Michigan,MI,23550,26111
Missaukee,Michigan,MI,23560,26113
Monroe,Michigan,MI,23570,26115
Montcalm,Michigan,MI,23580,26117
Montmorency,Michigan,MI,23590,26119
Muskegon,Michigan,MI,23600,26121
Newaygo,Michigan,MI,23610,26123
Oakland,Michigan,MI,23620,26125
Oceana,Michigan,MI,23630,26127
Ogemaw,Michigan,MI,23640,26129
Ontonagon,Michigan,MI,23650,26131
Osceola,Michigan,MI,23660,26133
Oscoda,Michigan,MI,23670,26135
Otsego,Michigan,MI,23680,26137
Ottawa,Michigan,MI,23690,26139
Presque Isle,Michigan,MI,23700,26141
Roscommon,Michigan,MI,23710,26143
Saginaw,Michigan,MI,23720,26145
St. Clair,Michigan,MI,23730,26147
St. Joseph,Michigan,MI,23740,26149
Sanilac,Michigan,MI,23750,26151
Schoolcraft,Michigan,MI,23760,26153
Shiawassee,Michigan,MI,23770,26155
Tuscola,Michigan,MI,23780,26157
Van Buren,Michigan,MI,23790,26159
Washtenaw,Michigan,MI,23800,26161
Wayne,Michigan,MI,23810,26163
Wexford,Michigan,MI,23830,26165
Statewide,Michigan,MI,23999,26990
Aitkin,Minnesota,MN,24000,27001
Anoka,Minnesota,MN,24010,27003
Becker,Minnesota,MN,24020,27005
Beltrami,Minnesota,MN,24030,27007
Benton,Minnesota,MN,24040,27009
Big Stone,Minnesota,MN,24050,27011
Blue Earth,Minnesota,MN,24060,27013
Brown,Minnesota,MN,24070,27015
Carlton,Minnesota,MN,24080,27017
Carver,Minnesota,MN,24090,27019
Cass,Minnesota,MN,24100,27021
Chippewa,Minnesota,MN,24110,27023
Chisago,Minnesota,MN,24120,27025
Clay,Minnesota,MN,24130,27027
Clearwater,Minnesota,MN,24140,27029
Cook,Minnesota,MN,24150,27031
Cottonwood,Minnesota,MN,24160,27033
Crow Wing,Minnesota,MN,24170,27035
Dakota,Minnesota,MN,24180,27037
Dodge,Minnesota,MN,24190,27039
Douglas,Minnesota,MN,24200,27041
Faribault,Minnesota,MN,24210,27043
Fillmore,Minnesota,MN,24220,27045
Freeborn,Minnesota,MN,24230,27047
Goodhue,Minnesota,MN,24240,27049
Grant,Minnesota,MN,24250,27051
Hennepin,Minnesota,MN,24260,27053
Houston,Minnesota,MN,24270,27055
Hubbard,Minnesota,MN,24280,27057
Isanti,Minnesota,MN,24290,27059
Itasca,Minnesota,MN,24300,27061
Jackson,Minnesota,MN,24310,27063
Kanabec,Minnesota,MN,24320,27065
Kandiyohi,Minnesota,MN,24330,27067
Kittson,Minnesota,MN,24340,27069
Koochiching,Minnesota,MN,24350,27071
Lac qui Parle,Minnesota,MN,24360,27073
Lake,Minnesota,MN,24370,27075
Lake of the Woods,Minnesota,MN,24380,27077
Le Sueur,Minnesota,MN,24390,27079
Lincoln,Minnesota,MN,24400,27081
Lyon,Minnesota,MN,24410,27083
McLeod,Minnesota,MN,24420,27085
Mahnomen,Minnesota,MN,24430,27087
Marshall,Minnesota,MN,24440,27089
Martin,Minnesota,MN,24450,27091
Meeker,Minnesota,MN,24460,27093
Mille Lacs,Minnesota,MN,24470,27095
Morrison,Minnesota,MN,24480,27097
Mower,Minnesota,MN,24490,27099
Murray,Minnesota,MN,24500,27101
Nicollet,Minnesota,MN,24510,27103
Nobles,Minnesota,MN,24520,27105
Norman,Minnesota,MN,24530,27107
Olmsted,Minnesota,MN,24540,27109
Otter Tail,Minnesota,MN,24550,27111
Pennington,Minnesota,MN,24560,27113
Pine,Minnesota,MN,24570,27115
Pipestone,Minnesota,MN,24580,27117
Polk,Minnesota,MN,24590,27119
Pope,Minnesota,MN,24600,27121
Ramsey,Minnesota,MN,24610,27123
Red Lake,Minnesota,MN,24620,27125
Redwood,Minnesota,MN,24630,27127
Renville,Minnesota,MN,24640,27129
Rice,Minnesota,MN,24650,27131
Rock,Minnesota,MN,24660,27133
Roseau,Minnesota,MN,24670,27135
St. Louis,Minnesota,MN,24680,27137
Scott,Minnesota,MN,24690,27139
Sherburne,Minnesota,MN,24700,27141
Sibley,Minnesota,MN,24710,27143
Stearns,Minnesota,MN,24720,27145
Steele,Minnesota,MN,24730,27147
Stevens,Minnesota,MN,24740,27149
Swift,Minnesota,MN,24750,27151
Todd,Minnesota,MN,24760,27153
Traverse,Minnesota,MN,24770,27155
Wabasha,Minnesota,MN,24780,27157
Wadena,Minnesota,MN,24790,27159
Waseca,Minnesota,MN,24800,27161
Washington,Minnesota,MN,24810,27163
Watonwan,Minnesota,MN,24820,27165
Wilkin,Minnesota,MN,24830,27167
Winona,Minnesota,MN,24840,27169
Wright,Minnesota,MN,24850,27171
Yellow Medicine,Minnesota,MN,24860,27173
Statewide,Minnesota,MN,24999,27990
Adams,Mississippi,MS,25000,28001
Alcorn,Mississippi,MS,25010,28003
Amite,Mississippi,MS,25020,28005
Attala,Mississippi,MS,25030,28007
Benton,Mississippi,MS,25040,28009
Bolivar,Mississippi,MS,25050,28011
