FIPStxt,Stabr,Area_name,Median_Income
19037,IA,Chickasaw County,"64,190"
19039,IA,Clarke County,"52,541"
19041,IA,Clay County,"56,338"
19043,IA,Clayton County,"53,968"
19045,IA,Clinton County,"51,317"
19047,IA,Crawford County,"54,828"
19049,IA,Dallas County,"87,267"
19051,IA,Davis County,"54,830"
19053,IA,Decatur County,"41,101"
19055,IA,Delaware County,"61,342"
19057,IA,Des Moines County,"51,805"
19059,IA,Dickinson County,"55,603"
19061,IA,Dubuque County,"60,367"
19063,IA,Emmet County,"51,497"
19065,IA,Fayette County,"50,893"
19067,IA,Floyd County,"53,811"
19069,IA,Franklin County,"59,367"
19071,IA,Fremont County,"54,658"
19073,IA,Greene County,"51,861"
19075,IA,Grundy County,"65,060"
19077,IA,Guthrie County,"60,306"
19079,IA,Hamilton County,"56,738"
19081,IA,Hancock County,"60,859"
19083,IA,Hardin County,"55,303"
19085,IA,Harrison County,"60,044"
19087,IA,Henry County,"55,856"
19089,IA,Howard County,"53,500"
19091,IA,Humboldt County,"60,166"
19093,IA,Ida County,"60,312"
19095,IA,Iowa County,"64,188"
19097,IA,Jackson County,"54,663"
19099,IA,Jasper County,"60,378"
19101,IA,Jefferson County,"46,715"
19103,IA,Johnson County,"64,387"
19105,IA,Jones County,"55,405"
19107,IA,Keokuk County,"52,122"
19109,IA,Kossuth County,"55,486"
19111,IA,Lee County,"48,241"
19113,IA,Linn County,"64,878"
19115,IA,Louisa County,"49,585"
19117,IA,Lucas County,"49,956"
19119,IA,Lyon County,"69,048"
19121,IA,Madison County,"74,794"
19123,IA,Mahaska County,"56,492"
19125,IA,Marion County,"63,491"
19127,IA,Marshall County,"59,552"
19129,IA,Mills County,"64,271"
19131,IA,Mitchell County,"59,558"
19133,IA,Monona County,"50,530"
19135,IA,Monroe County,"56,541"
19137,IA,Montgomery County,"49,966"
19139,IA,Muscatine County,"58,465"
19141,IA,O'Brien County,"53,147"
19143,IA,Osceola County,"60,627"
19145,IA,Page County,"54,313"
19147,IA,Palo Alto County,"55,322"
19149,IA,Plymouth County,"66,360"
19151,IA,Pocahontas County,"55,865"
19153,IA,Polk County,"68,479"
19155,IA,Pottawattamie County,"56,337"
19157,IA,Poweshiek County,"56,170"
19159,IA,Ringgold County,"48,754"
19161,IA,Sac County,"56,698"
19163,IA,Scott County,"59,865"
19165,IA,Shelby County,"58,862"
19167,IA,Sioux County,"70,162"
19169,IA,Story County,"57,464"
19171,IA,Tama County,"56,954"
19173,IA,Taylor County,"47,781"
19175,IA,Union County,"49,887"
19177,IA,Van Buren County,"47,905"
19179,IA,Wapello County,"48,226"
19181,IA,Warren County,"78,192"
19183,IA,Washington County,"65,849"
19185,IA,Wayne County,"46,725"
19187,IA,Webster County,"52,093"
19189,IA,Winnebago County,"54,433"
19191,IA,Winneshiek County,"61,807"
19193,IA,Woodbury County,"60,059"
19195,IA,Worth County,"58,587"
19197,IA,Wright County,"54,802"
20001,KS,Allen County,"44,423"
20003,KS,Anderson County,"50,646"
20005,KS,Atchison County,"49,332"
20007,KS,Barber County,"47,634"
20009,KS,Barton County,"49,991"
20011,KS,Bourbon County,"41,807"
20013,KS,Brown County,"47,529"
20015,KS,Butler County,"65,953"
20017,KS,Chase County,"50,981"
20019,KS,Chautauqua County,"41,129"
20021,KS,Cherokee County,"44,475"
20023,KS,Cheyenne County,"43,274"
20025,KS,Clark County,"51,235"
20027,KS,Clay County,"52,681"
20029,KS,Cloud County,"44,467"
20031,KS,Coffey County,"58,371"
20033,KS,Comanche County,"46,818"
20035,KS,Cowley County,"47,864"
20037,KS,Crawford County,"43,852"
20039,KS,Decatur County,"44,774"
20041,KS,Dickinson County,"50,605"
20043,KS,Doniphan County,"50,949"
20045,KS,Douglas County,"57,120"
20047,KS,Edwards County,"46,962"
20049,KS,Elk County,"37,360"
20051,KS,Ellis County,"53,840"
20053,KS,Ellsworth County,"50,261"
20055,KS,Finney County,"56,206"
20057,KS,Ford County,"56,052"
20059,KS,Franklin County,"58,033"
20061,KS,Geary County,"50,856"
20063,KS,Gove County,"49,626"
20065,KS,Graham County,"41,906"
20067,KS,Grant County,"61,614"
20069,KS,Gray County,"65,771"
20071,KS,Greeley County,"51,606"
20073,KS,Greenwood County,"43,083"
20075,KS,Hamilton County,"51,559"
20077,KS,Harper County,"45,570"
20079,KS,Harvey County,"57,934"
20081,KS,Haskell County,"60,808"
20083,KS,Hodgeman County,"54,058"
20085,KS,Jackson County,"56,330"
20087,KS,Jefferson County,"69,246"
20089,KS,Jewell County,"44,271"
20091,KS,Johnson County,"87,087"
20093,KS,Kearny County,"63,248"
20095,KS,Kingman County,"56,005"
20097,KS,Kiowa County,"64,399"
20099,KS,Labette County,"44,571"
20101,KS,Lane County,"59,240"
20103,KS,Leavenworth County,"70,807"
20105,KS,Lincoln County,"44,439"
20107,KS,Linn County,"47,153"
20109,KS,Logan County,"50,267"
20111,KS,Lyon County,"47,982"
20113,KS,McPherson County,"58,017"
20115,KS,Marion County,"51,712"
20117,KS,Marshall County,"51,066"
20119,KS,Meade County,"67,220"
20121,KS,Miami County,"71,770"
20123,KS,Mitchell County,"51,514"
20125,KS,Montgomery County,"42,479"
20127,KS,Morris County,"49,287"
20129,KS,Morton County,"53,785"
20131,KS,Nemaha County,"59,567"
20133,KS,Neosho County,"46,176"
20135,KS,Ness County,"51,757"
20137,KS,Norton County,"47,252"
20139,KS,Osage County,"53,864"
20141,KS,Osborne County,"46,101"
20143,KS,Ottawa County,"56,451"
20145,KS,Pawnee County,"47,039"
20147,KS,Phillips County,"47,405"
20149,KS,Pottawatomie County,"69,975"
20151,KS,Pratt County,"52,567"
20153,KS,Rawlins County,"46,638"
20155,KS,Reno County,"49,341"
20157,KS,Republic County,"48,566"
20159,KS,Rice County,"51,686"
20161,KS,Riley County,"47,057"
20163,KS,Rooks County,"47,365"
20165,KS,Rush County,"44,121"
20167,KS,Russell County,"45,879"
20169,KS,Saline County,"53,961"
20171,KS,Scott County,"63,790"
20173,KS,Sedgwick County,"56,381"
20175,KS,Seward County,"50,671"
20177,KS,Shawnee County,"53,612"
20179,KS,Sheridan County,"50,553"
20181,KS,Sherman County,"45,966"
20183,KS,Smith County,"41,899"
20185,KS,Stafford County,"47,835"
20187,KS,Stanton County,"60,136"
20189,KS,Stevens County,"58,817"
20191,KS,Sumner County,"56,946"
20193,KS,Thomas County,"55,345"
20195,KS,Trego County,"48,520"
20197,KS,Wabaunsee County,"59,744"
20199,KS,Wallace County,"51,350"
20201,KS,Washington County,"48,104"
20203,KS,Wichita County,"59,800"
20205,KS,Wilson County,"45,697"
20207,KS,Woodson County,"43,894"
20209,KS,Wyandotte County,"47,084"
21001,KY,Adair County,"37,392"
21003,KY,Allen County,"44,624"
21005,KY,Anderson County,"60,908"
21007,KY,Ballard County,"47,658"
21009,KY,Barren County,"42,439"
21011,KY,Bath County,"44,183"
21013,KY,Bell County,"29,362"
21015,KY,Boone County,"77,696"
21017,KY,Bourbon County,"48,614"
21019,KY,Boyd County,"48,020"
21021,KY,Boyle County,"47,528"
21023,KY,Bracken County,"56,432"
21025,KY,Breathitt County,"31,182"
21027,KY,Breckinridge County,"47,284"
21029,KY,Bullitt County,"61,022"
21031,KY,Butler County,"43,048"
21033,KY,Caldwell County,"43,659"
21035,KY,Calloway County,"41,873"
21037,KY,Campbell County,"60,904"
21039,KY,Carlisle County,"41,249"
21041,KY,Carroll County,"47,623"
21043,KY,Carter County,"32,906"
21045,KY,Casey County,"34,358"
21047,KY,Christian County,"40,299"
21049,KY,Clark County,"50,162"
21051,KY,Clay County,"28,146"
21053,KY,Clinton County,"31,118"
21055,KY,Crittenden County,"43,624"
21057,KY,Cumberland County,"33,541"
21059,KY,Daviess County,"51,441"
21061,KY,Edmonson County,"43,151"
21063,KY,Elliott County,"35,446"
21065,KY,Estill County,"35,701"
21067,KY,Fayette County,"55,358"
21069,KY,Fleming County,"42,571"
21071,KY,Floyd County,"33,218"
21073,KY,Franklin County,"53,134"
21075,KY,Fulton County,"32,355"
21077,KY,Gallatin County,"49,060"
21079,KY,Garrard County,"51,203"
21081,KY,Grant County,"53,965"
21083,KY,Graves County,"46,785"
21085,KY,Grayson County,"40,780"
21087,KY,Green County,"36,782"
21089,KY,Greenup County,"49,457"
21091,KY,Hancock County,"56,769"
21093,KY,Hardin County,"52,278"
21095,KY,Harlan County,"29,521"
21097,KY,Harrison County,"51,709"
21099,KY,Hart County,"37,038"
21101,KY,Henderson County,"51,161"
21103,KY,Henry County,"53,405"
21105,KY,Hickman County,"44,290"
21107,KY,Hopkins County,"45,512"
21109,KY,Jackson County,"35,317"
21111,KY,Jefferson County,"55,860"
21113,KY,Jessamine County,"59,443"
21115,KY,Johnson County,"39,381"
21117,KY,Kenton County,"64,644"
21119,KY,Knott County,"32,228"
21121,KY,Knox County,"30,742"
21123,KY,Larue County,"45,458"
21125,KY,Laurel County,"41,425"
21127,KY,Lawrence County,"36,667"
21129,KY,Lee County,"29,124"
21131,KY,Leslie County,"31,921"
21133,KY,Letcher County,"32,321"
21135,KY,Lewis County,"35,751"
21137,KY,Lincoln County,"42,190"
21139,KY,Livingston County,"48,182"
21141,KY,Logan County,"46,742"
21143,KY,Lyon County,"48,395"
21145,KY,McCracken County,"48,950"
21147,KY,McCreary County,"30,029"
21149,KY,McLean County,"48,080"
21151,KY,Madison County,"51,897"
21153,KY,Magoffin County,"30,950"
21155,KY,Marion County,"45,661"
21157,KY,Marshall County,"52,388"
21159,KY,Martin County,"28,925"
21161,KY,Mason County,"41,807"
21163,KY,Meade County,"57,613"
21165,KY,Menifee County,"34,002"
21167,KY,Mercer County,"53,921"
21169,KY,Metcalfe County,"35,906"
21171,KY,Monroe County,"35,596"
21173,KY,Montgomery County,"46,629"
21175,KY,Morgan County,"35,848"
21177,KY,Muhlenberg County,"43,722"
21179,KY,Nelson County,"55,602"
21181,KY,Nicholas County,"41,428"
21183,KY,Ohio County,"44,751"
21185,KY,Oldham County,"102,136"
21187,KY,Owen County,"48,998"
21189,KY,Owsley County,"26,278"
21191,KY,Pendleton County,"54,583"
21193,KY,Perry County,"33,108"
21195,KY,Pike County,"37,124"
21197,KY,Powell County,"37,776"
21199,KY,Pulaski County,"41,541"
21201,KY,Robertson County,"45,146"
21203,KY,Rockcastle County,"37,732"
21205,KY,Rowan County,"41,196"
21207,KY,Russell County,"34,648"
21209,KY,Scott County,"73,500"
21211,KY,Shelby County,"66,056"
21213,KY,Simpson County,"51,769"
21215,KY,Spencer County,"85,899"
21217,KY,Taylor County,"45,429"
21219,KY,Todd County,"51,027"
21221,KY,Trigg County,"49,767"
21223,KY,Trimble County,"51,674"
21225,KY,Union County,"47,067"
21227,KY,Warren County,"53,478"
21229,KY,Washington County,"50,246"
21231,KY,Wayne County,"33,701"
21233,KY,Webster County,"47,132"
21235,KY,Whitley County,"36,863"
21237,KY,Wolfe County,"30,144"
21239,KY,Woodford County,"66,164"
22001,LA,Acadia Parish,"40,484"
22003,LA,Allen Parish,"44,395"
22005,LA,Ascension Parish,"77,758"
22007,LA,Assumption Parish,"48,120"
22009,LA,Avoyelles Parish,"37,731"
22011,LA,Beauregard Parish,"57,005"
22013,LA,Bienville Parish,"34,047"
22015,LA,Bossier Parish,"56,754"
22017,LA,Caddo Parish,"40,467"
22019,LA,Calcasieu Parish,"50,531"
22021,LA,Caldwell Parish,"40,842"
22023,LA,Cameron Parish,"57,299"
22025,LA,Catahoula Parish,"35,812"
22027,LA,Claiborne Parish,"33,659"
22029,LA,Concordia Parish,"35,840"
22031,LA,De Soto Parish,"44,457"
22033,LA,East Baton Rouge Parish,"52,945"
22035,LA,East Carroll Parish,"27,714"
22037,LA,East Feliciana Parish,"45,174"
22039,LA,Evangeline Parish,"34,113"
22041,LA,Franklin Parish,"34,446"
22043,LA,Grant Parish,"43,502"
22045,LA,Iberia Parish,"42,909"
22047,LA,Iberville Parish,"47,917"
22049,LA,Jackson Parish,"40,828"
22051,LA,Jefferson Parish,"50,871"
22053,LA,Jefferson Davis Parish,"44,492"
22055,LA,Lafayette Parish,"57,821"
22057,LA,Lafourche Parish,"52,651"
22059,LA,La Salle Parish,"45,742"
22061,LA,Lincoln Parish,"36,525"
22063,LA,Livingston Parish,"63,088"
22065,LA,Madison Parish,"28,452"
22067,LA,Morehouse Parish,"34,023"
22069,LA,Natchitoches Parish,"36,298"
22071,LA,Orleans Parish,"38,855"
22073,LA,Ouachita Parish,"44,371"
22075,LA,Plaquemines Parish,"58,643"
22077,LA,Pointe Coupee Parish,"46,603"
22079,LA,Rapides Parish,"48,116"
22081,LA,Red River Parish,"36,865"
22083,LA,Richland Parish,"35,103"
22085,LA,Sabine Parish,"36,423"
22087,LA,St. Bernard Parish,"43,983"
22089,LA,St. Charles Parish,"67,585"
22091,LA,St. Helena Parish,"38,699"
22093,LA,St. James Parish,"53,903"
22095,LA,St. John the Baptist Parish,"50,830"
22097,LA,St. Landry Parish,"36,624"
22099,LA,St. Martin Parish,"46,229"
22101,LA,St. Mary Parish,"39,764"
22103,LA,St. Tammany Parish,"67,054"
22105,LA,Tangipahoa Parish,"47,128"
22107,LA,Tensas Parish,"28,962"
22109,LA,Terrebonne Parish,"51,665"
22111,LA,Union Parish,"43,584"
22113,LA,Vermilion Parish,"48,263"
22115,LA,Vernon Parish,"47,664"
22117,LA,Washington Parish,"36,850"
22119,LA,Webster Parish,"35,070"
22121,LA,West Baton Rouge Parish,"58,205"
22123,LA,West Carroll Parish,"39,332"
22125,LA,West Feliciana Parish,"60,296"
22127,LA,Winn Parish,"40,133"
23001,ME,Androscoggin County,"49,935"
23003,ME,Aroostook County,"39,450"
23005,ME,Cumberland County,"71,586"
23007,ME,Franklin County,"49,561"
23009,ME,Hancock County,"52,148"
23011,ME,Kennebec County,"52,154"
23013,ME,Knox County,"56,678"
23015,ME,Lincoln County,"56,211"
23017,ME,Oxford County,"44,243"
23019,ME,Penobscot County,"47,840"
23021,ME,Piscataquis County,"40,066"
23023,ME,Sagadahoc County,"65,969"
23025,ME,Somerset County,"43,755"
23027,ME,Waldo County,"49,482"
23029,ME,Washington County,"39,522"
23031,ME,York County,"65,984"
24001,MD,Allegany County,"43,535"
24003,MD,Anne Arundel County,"97,051"
24005,MD,Baltimore County,"75,836"
24009,MD,Calvert County,"106,270"
24011,MD,Caroline County,"56,627"
24013,MD,Carroll County,"95,956"
24015,MD,Cecil County,"72,739"
24017,MD,Charles County,"92,616"
24019,MD,Dorchester County,"48,682"
24021,MD,Frederick County,"95,196"
24023,MD,Garrett County,"49,147"
24025,MD,Harford County,"87,959"
24027,MD,Howard County,"116,719"
24029,MD,Kent County,"55,514"
24031,MD,Montgomery County,"107,758"
24033,MD,Prince George's County,"82,445"
24035,MD,Queen Anne's County,"93,751"
24037,MD,St. Mary's County,"89,964"
24039,MD,Somerset County,"42,098"
24041,MD,Talbot County,"64,245"
24043,MD,Washington County,"62,556"
24045,MD,Wicomico County,"54,313"
24047,MD,Worcester County,"59,266"
24510,MD,Baltimore city,"50,501"
25001,MA,Barnstable County,"69,001"
25003,MA,Berkshire County,"58,375"
25005,MA,Bristol County,"66,005"
25007,MA,Dukes County,"70,224"
25009,MA,Essex County,"76,373"
25011,MA,Franklin County,"58,992"
25013,MA,Hampden County,"52,682"
25015,MA,Hampshire County,"74,456"
25017,MA,Middlesex County,"100,374"
25019,MA,Nantucket County,"97,525"
25021,MA,Norfolk County,"100,184"
25023,MA,Plymouth County,"89,678"
25025,MA,Suffolk County,"68,743"
25027,MA,Worcester County,"71,767"
26001,MI,Alcona County,"39,862"
26003,MI,Alger County,"47,441"
26005,MI,Allegan County,"62,247"
26007,MI,Alpena County,"42,792"
26009,MI,Antrim County,"56,456"
26011,MI,Arenac County,"42,540"
26013,MI,Baraga County,"43,435"
26015,MI,Barry County,"64,121"
26017,MI,Bay County,"50,576"
26019,MI,Benzie County,"51,905"
26021,MI,Berrien County,"51,509"
26023,MI,Branch County,"50,477"
26025,MI,Calhoun County,"48,413"
26027,MI,Cass County,"55,978"
26029,MI,Charlevoix County,"54,491"
26031,MI,Cheboygan County,"48,589"
26033,MI,Chippewa County,"47,380"
26035,MI,Clare County,"39,394"
26037,MI,Clinton County,"70,967"
26039,MI,Crawford County,"46,930"
26041,MI,Delta County,"49,292"
26043,MI,Dickinson County,"52,348"
26045,MI,Eaton County,"66,716"
26047,MI,Emmet County,"58,891"
26049,MI,Genesee County,"48,370"
26051,MI,Gladwin County,"44,635"
26053,MI,Gogebic County,"39,934"
26055,MI,Grand Traverse County,"64,591"
26057,MI,Gratiot County,"48,988"
26059,MI,Hillsdale County,"50,388"
26061,MI,Houghton County,"42,282"
26063,MI,Huron County,"45,817"
26065,MI,Ingham County,"52,837"
26067,MI,Ionia County,"61,667"
26069,MI,Iosco County,"41,256"
26071,MI,Iron County,"40,959"
26073,MI,Isabella County,"47,056"
26075,MI,Jackson County,"52,047"
26077,MI,Kalamazoo County,"55,881"
26079,MI,Kalkaska County,"46,068"
26081,MI,Kent County,"61,675"
26083,MI,Keweenaw County,"51,641"
26085,MI,Lake County,"36,044"
26087,MI,Lapeer County,"65,209"
26089,MI,Leelanau County,"67,349"
26091,MI,Lenawee County,"55,762"
26093,MI,Livingston County,"84,048"
26095,MI,Luce County,"43,196"
26097,MI,Mackinac County,"46,645"
26099,MI,Macomb County,"62,191"
26101,MI,Manistee County,"47,401"
26103,MI,Marquette County,"54,093"
26105,MI,Mason County,"51,083"
26107,MI,Mecosta County,"45,804"
26109,MI,Menominee County,"46,486"
26111,MI,Midland County,"58,057"
26113,MI,Missaukee County,"48,413"
26115,MI,Monroe County,"62,522"
26117,MI,Montcalm County,"50,396"
26119,MI,Montmorency County,"40,650"
26121,MI,Muskegon County,"49,960"
26123,MI,Newaygo County,"48,860"
26125,MI,Oakland County,"80,319"
26127,MI,Oceana County,"50,374"
26129,MI,Ogemaw County,"41,201"
26131,MI,Ontonagon County,"40,798"
26133,MI,Osceola County,"45,607"
26135,MI,Oscoda County,"38,927"
26137,MI,Otsego County,"51,292"
26139,MI,Ottawa County,"70,420"
26141,MI,Presque Isle County,"45,502"
26143,MI,Roscommon County,"38,613"
26145,MI,Saginaw County,"48,805"
26147,MI,St. Clair County,"56,557"
26149,MI,St. Joseph County,"52,689"
26151,MI,Sanilac County,"46,184"
26153,MI,Schoolcraft County,"44,887"
26155,MI,Shiawassee County,"54,149"
26157,MI,Tuscola County,"51,113"
26159,MI,Van Buren County,"57,363"
26161,MI,Washtenaw County,"72,267"
26163,MI,Wayne County,"46,440"
26165,MI,Wexford County,"46,396"
27001,MN,Aitkin County,"44,016"
27003,MN,Anoka County,"82,284"
27005,MN,Becker County,"59,440"
27007,MN,Beltrami County,"47,073"
27009,MN,Benton County,"61,341"
27011,MN,Big Stone County,"51,058"
27013,MN,Blue Earth County,"58,132"
27015,MN,Brown County,"60,626"
27017,MN,Carlton County,"60,412"
27019,MN,Carver County,"104,248"
27021,MN,Cass County,"48,651"
27023,MN,Chippewa County,"53,540"
27025,MN,Chisago County,"82,814"
27027,MN,Clay County,"65,914"
27029,MN,Clearwater County,"51,475"
27031,MN,Cook County,"54,465"
27033,MN,Cottonwood County,"51,788"
27035,MN,Crow Wing County,"53,481"
27037,MN,Dakota County,"86,403"
27039,MN,Dodge County,"75,955"
27041,MN,Douglas County,"60,979"
27043,MN,Faribault County,"52,560"
27045,MN,Fillmore County,"58,761"
27047,MN,Freeborn County,"52,010"
27049,MN,Goodhue County,"67,039"
27051,MN,Grant County,"54,917"
27053,MN,Hennepin County,"76,067"
27055,MN,Houston County,"59,613"
27057,MN,Hubbard County,"55,687"
27059,MN,Isanti County,"73,468"
27061,MN,Itasca County,"53,143"
27063,MN,Jackson County,"57,786"
27065,MN,Kanabec County,"56,950"
27067,MN,Kandiyohi County,"60,579"
27069,MN,Kittson County,"54,438"
27071,MN,Koochiching County,"46,281"
27073,MN,Lac qui Parle County,"52,445"
27075,MN,Lake County,"61,015"
27077,MN,Lake of the Woods County,"52,058"
27079,MN,Le Sueur County,"67,269"
27081,MN,Lincoln County,"51,305"
27083,MN,Lyon County,"57,690"
27085,MN,McLeod County,"61,959"
27087,MN,Mahnomen County,"43,162"
27089,MN,Marshall County,"58,105"
27091,MN,Martin County,"50,821"
27093,MN,Meeker County,"66,557"
27095,MN,Mille Lacs County,"53,289"
27097,MN,Morrison County,"57,471"
27099,MN,Mower County,"53,387"
27101,MN,Murray County,"59,938"
27103,MN,Nicollet County,"66,209"
27105,MN,Nobles County,"55,766"
27107,MN,Norman County,"48,799"
27109,MN,Olmsted County,"76,001"
27111,MN,Otter Tail County,"53,778"
27113,MN,Pennington County,"57,494"
27115,MN,Pine County,"50,387"
27117,MN,Pipestone County,"55,378"
27119,MN,Polk County,"60,180"
27121,MN,Pope County,"60,975"
27123,MN,Ramsey County,"62,937"
27125,MN,Red Lake County,"54,412"
27127,MN,Redwood County,"56,760"
27129,MN,Renville County,"59,787"
27131,MN,Rice County,"67,024"
27133,MN,Rock County,"63,503"
27135,MN,Roseau County,"60,239"
27137,MN,St. Louis County,"53,833"
27139,MN,Scott County,"101,427"
27141,MN,Sherburne County,"81,850"
27143,MN,Sibley County,"66,209"
27145,MN,Stearns County,"60,843"
27147,MN,Steele County,"65,323"
27149,MN,Stevens County,"61,929"
27151,MN,Swift County,"51,552"
27153,MN,Todd County,"58,113"
27155,MN,Traverse County,"49,773"
27157,MN,Wabasha County,"63,633"
27159,MN,Wadena County,"46,312"
27161,MN,Waseca County,"58,335"
27163,MN,Washington County,"95,840"
27165,MN,Watonwan County,"51,962"
27167,MN,Wilkin County,"61,387"
27169,MN,Winona County,"56,076"
27171,MN,Wright County,"87,377"
27173,MN,Yellow Medicine County,"56,528"
28001,MS,Adams County,"33,392"
28003,MS,Alcorn County,"40,010"
28005,MS,Amite County,"38,092"
28007,MS,Attala County,"36,761"
28009,MS,Benton County,"35,184"
28011,MS,Bolivar County,"33,116"
28013,MS,Calhoun County,"39,176"
28015,MS,Carroll County,"42,588"
28017,MS,Chickasaw County,"37,429"
28019,MS,Choctaw County,"38,479"
28021,MS,Claiborne County,"29,631"
28023,MS,Clarke County,"41,495"
28025,MS,Clay County,"38,121"
28027,MS,Coahoma County,"29,380"
28029,MS,Copiah County,"38,664"
28031,MS,Covington County,"36,083"
28033,MS,DeSoto County,"68,126"
28035,MS,Forrest County,"39,061"
28037,MS,Franklin County,"39,508"
28039,MS,George County,"47,246"
28041,MS,Greene County,"42,022"
28043,MS,Grenada County,"39,633"
28045,MS,Hancock County,"49,843"
28047,MS,Harrison County,"45,355"
28049,MS,Hinds County,"44,776"
28051,MS,Holmes County,"26,449"
28053,MS,Humphreys County,"28,542"
28055,MS,Issaquena County,"26,936"
28057,MS,Itawamba County,"45,720"
28059,MS,Jackson County,"51,771"
28061,MS,Jasper County,"36,987"
28063,MS,Jefferson County,"28,024"
28065,MS,Jefferson Davis County,"31,739"
28067,MS,Jones County,"42,435"
28069,MS,Kemper County,"33,437"
28071,MS,Lafayette County,"49,381"
28073,MS,Lamar County,"58,377"
28075,MS,Lauderdale County,"40,077"
28077,MS,Lawrence County,"40,510"
28079,MS,Leake County,"37,212"
28081,MS,Lee County,"51,088"
28083,MS,Leflore County,"29,244"
28085,MS,Lincoln County,"43,478"
28087,MS,Lowndes County,"44,348"
28089,MS,Madison County,"75,740"
28091,MS,Marion County,"36,408"
28093,MS,Marshall County,"40,285"
28095,MS,Monroe County,"44,681"
28097,MS,Montgomery County,"36,311"
28099,MS,Neshoba County,"36,236"
28101,MS,Newton County,"40,792"
28103,MS,Noxubee County,"32,167"
28105,MS,Oktibbeha County,"39,130"
28107,MS,Panola County,"39,198"
28109,MS,Pearl River County,"45,268"
28111,MS,Perry County,"39,687"
28113,MS,Pike County,"33,983"
28115,MS,Pontotoc County,"44,297"
28117,MS,Prentiss County,"41,281"
28119,MS,Quitman County,"27,767"
28121,MS,Rankin County,"66,296"
28123,MS,Scott County,"38,034"
28125,MS,Sharkey County,"28,887"
28127,MS,Simpson County,"38,173"
28129,MS,Smith County,"46,764"
28131,MS,Stone County,"44,622"
28133,MS,Sunflower County,"31,329"
28135,MS,Tallahatchie County,"32,692"
28137,MS,Tate County,"48,082"
28139,MS,Tippah County,"39,833"
28141,MS,Tishomingo County,"41,455"
28143,MS,Tunica County,"33,143"
28145,MS,Union County,"46,600"
28147,MS,Walthall County,"33,566"
28149,MS,Warren County,"46,049"
28151,MS,Washington County,"33,991"
28153,MS,Wayne County,"37,401"
28155,MS,Webster County,"43,349"
28157,MS,Wilkinson County,"29,900"
28159,MS,Winston County,"39,498"
28161,MS,Yalobusha County,"39,551"
28163,MS,Yazoo County,"33,111"
29001,MO,Adair County,"40,395"
29003,MO,Andrew County,"57,459"
29005,MO,Atchison County,"49,122"
29007,MO,Audrain County,"44,340"
29009,MO,Barry County,"42,457"
29011,MO,Barton County,"41,583"
29013,MO,Bates County,"45,955"
29015,MO,Benton County,"40,025"
29017,MO,Bollinger County,"44,233"
29019,MO,Boone County,"55,136"
29021,MO,Buchanan County,"52,506"
29023,MO,Butler County,"38,067"
29025,MO,Caldwell County,"47,591"
29027,MO,Callaway County,"53,970"
29029,MO,Camden County,"48,580"
29031,MO,Cape Girardeau County,"51,962"
29033,MO,Carroll County,"47,049"
29035,MO,Carter County,"34,134"
29037,MO,Cass County,"71,374"
29039,MO,Cedar County,"37,288"
29041,MO,Chariton County,"48,421"
29043,MO,Christian County,"58,057"
29045,MO,Clark County,"46,832"
29047,MO,Clay County,"68,943"
29049,MO,Clinton County,"58,641"
29051,MO,Cole County,"62,817"
29053,MO,Cooper County,"52,513"
29055,MO,Crawford County,"42,774"
29057,MO,Dade County,"41,381"
29059,MO,Dallas County,"38,765"
29061,MO,Daviess County,"51,255"
29063,MO,DeKalb County,"48,920"
29065,MO,Dent County,"39,392"
29067,MO,Douglas County,"36,762"
29069,MO,Dunklin County,"37,331"
29071,MO,Franklin County,"58,738"
29073,MO,Gasconade County,"52,282"
29075,MO,Gentry County,"43,731"
29077,MO,Greene County,"44,799"
29079,MO,Grundy County,"40,315"
29081,MO,Harrison County,"40,639"
29083,MO,Henry County,"44,978"
29085,MO,Hickory County,"35,025"
29087,MO,Holt County,"47,191"
29089,MO,Howard County,"45,767"
29091,MO,Howell County,"36,762"
29093,MO,Iron County,"37,755"
29095,MO,Jackson County,"55,864"
29097,MO,Jasper County,"46,596"
29099,MO,Jefferson County,"65,150"
29101,MO,Johnson County,"52,151"
29103,MO,Knox County,"39,309"
29105,MO,Laclede County,"44,562"
29107,MO,Lafayette County,"53,389"
29109,MO,Lawrence County,"45,074"
29111,MO,Lewis County,"48,179"
29113,MO,Lincoln County,"62,238"
29115,MO,Linn County,"44,992"
29117,MO,Livingston County,"48,749"
29119,MO,McDonald County,"40,204"
29121,MO,Macon County,"45,440"
29123,MO,Madison County,"40,191"
29125,MO,Maries County,"46,371"
29127,MO,Marion County,"49,393"
29129,MO,Mercer County,"46,014"
29131,MO,Miller County,"47,225"
29133,MO,Mississippi County,"34,735"
29135,MO,Moniteau County,"57,047"
29137,MO,Monroe County,"46,216"
29139,MO,Montgomery County,"48,951"
29141,MO,Morgan County,"45,276"
29143,MO,New Madrid County,"38,093"
29145,MO,Newton County,"49,220"
29147,MO,Nodaway County,"46,698"
29149,MO,Oregon County,"32,720"
29151,MO,Osage County,"58,855"
29153,MO,Ozark County,"34,367"
29155,MO,Pemiscot County,"31,831"
29157,MO,Perry County,"53,871"
29159,MO,Pettis County,"45,254"
29161,MO,Phelps County,"43,079"
29163,MO,Pike County,"43,591"
29165,MO,Platte County,"82,567"
29167,MO,Polk County,"45,336"
29169,MO,Pulaski County,"52,532"
29171,MO,Putnam County,"40,866"
