state,county, TOT_MALE,TOT_FEMALE,%  TOT_MALE,% TOT_FEMALE,fips
Alabama,Autauga,26995,28606,48.55128505,51.44871495,1001
Alabama,Baldwin,105657,112365,48.46162314,51.53837686,1003
Alabama,Barbour,13133,11748,52.78324826,47.21675174,1005
Alabama,Bibb,11921,10479,53.21875,46.78125,1007
Alabama,Blount,28500,29340,49.27385892,50.72614108,1009
Alabama,Bullock,5527,4611,54.51765634,45.48234366,1011
Alabama,Butler,9165,10515,46.57012195,53.42987805,1013
Alabama,Calhoun,54914,59363,48.05341407,51.94658593,1015
Alabama,Chambers,16093,17522,47.87446081,52.12553919,1017
Alabama,Cherokee,12896,13136,49.53902889,50.46097111,1019
Alabama,Chilton,21668,22485,49.07480805,50.92519195,1021
Alabama,Choctaw,6070,6771,47.2704618,52.7295382,1023
Alabama,Clarke,11328,12592,47.35785953,52.64214047,1025
Alabama,Clay,6492,6783,48.9039548,51.0960452,1027
Alabama,Cleburne,7421,7566,49.51624741,50.48375259,1029
Alabama,Coffee,25521,26388,49.1648847,50.8351153,1031
Alabama,Colbert,26259,28503,47.951134,52.048866,1033
Alabama,Conecuh,5881,6396,47.90258206,52.09741794,1035
Alabama,Coosa,5399,5316,50.38730751,49.61269249,1037
Alabama,Covington,17896,19090,48.38587574,51.61412426,1039
Alabama,Crenshaw,6674,7150,48.27835648,51.72164352,1041
Alabama,Cullman,41245,42197,49.42954387,50.57045613,1043
Alabama,Dale,24023,24933,49.070594,50.929406,1045
Alabama,Dallas,17685,20625,46.16288175,53.83711825,1047
Alabama,DeKalb,35428,35957,49.62947398,50.37052602,1049
Alabama,Elmore,39585,42302,48.34100651,51.65899349,1051
Alabama,Escambia,18628,18120,50.69119408,49.30880592,1053
Alabama,Etowah,49653,52848,48.44147862,51.55852138,1055
Alabama,Fayette,8023,8410,48.82249133,51.17750867,1057
Alabama,Franklin,15823,15540,50.45116857,49.54883143,1059
Alabama,Geneva,12846,13468,48.81811963,51.18188037,1061
Alabama,Greene,3887,4346,47.21243775,52.78756225,1063
Alabama,Hale,7008,7718,47.58929784,52.41070216,1065
Alabama,Henry,8300,8909,48.23057702,51.76942298,1067
Alabama,Houston,50286,54436,48.01856343,51.98143657,1069
Alabama,Jackson,25390,26346,49.07607855,50.92392145,1071
Alabama,Jefferson,311591,347709,47.26088275,52.73911725,1073
Alabama,Lamar,6767,7077,48.88038139,51.11961861,1075
Alabama,Lauderdale,44327,48060,47.97969411,52.02030589,1077
Alabama,Lawrence,16047,16910,48.69071821,51.30928179,1079
Alabama,Lee,80639,83302,49.18781757,50.81218243,1081
Alabama,Limestone,48156,48018,50.07174496,49.92825504,1083
Alabama,Lowndes,4670,5304,46.82173651,53.17826349,1085
Alabama,Macon,8383,10056,45.46341993,54.53658007,1087
Alabama,Madison,179074,187445,48.8580401,51.1419599,1089
Alabama,Marengo,8933,10133,46.85303682,53.14696318,1091
Alabama,Marion,14686,15077,49.34314417,50.65685583,1093
Alabama,Marshall,47502,48607,49.42513188,50.57486812,1095
Alabama,Mobile,197077,216680,47.63109748,52.36890252,1097
Alabama,Monroe,10005,11062,47.49133716,52.50866284,1099
Alabama,Montgomery,106522,119241,47.18310795,52.81689205,1101
Alabama,Morgan,58682,60407,49.27575175,50.72424825,1103
Alabama,Perry,4281,4859,46.8380744,53.1619256,1105
Alabama,Pickens,9948,9990,49.89467349,50.10532651,1107
Alabama,Pike,16098,17240,48.28723979,51.71276021,1109
Alabama,Randolph,11056,11669,48.65126513,51.34873487,1111
Alabama,Russell,27745,30036,48.01751441,51.98248559,1113
Alabama,Shelby,104270,111437,48.33871872,51.66128128,1117
Alabama,St. Clair,44027,44663,49.64144774,50.35855226,1115
Alabama,Sumter,5802,6889,45.71743755,54.28256245,1119
Alabama,Talladega,38580,41248,48.32890715,51.67109285,1121
